0	22868766
0	22869734
1	22869837
2	22869941
2	22870283
3	22870383
4	22870490
1	22874083
2	22874340
3	22874446
4	22874553
5	22874659
6	22874764
6	22874893
7	22875009
8	22875122
9	22875220
10	22875323
11	22875433
12	22875537
13	22875642
14	22875779
14	22875973
15	22876094
16	22876204
17	22876294
18	22876388
19	22876512
20	22876616
21	22876734
22	22876834
22	22877020
23	22877117
24	22877209
25	22877303
26	22877430
27	22877561
28	22877866
28	22878491
28	22879019
29	22879247
29	22880102
29	22881281
29	22882200
29	22883311
29	22884168
29	22885224
29	22886396
29	22887163
29	22888120
29	22889213
29	22890213
29	22891371
29	22892387
29	22893101
29	22894237
29	22895102
29	22896210
29	22897228
29	22898171
29	22899113
29	22900206
29	22901235
29	22902133
29	22903217
29	22904174
29	22905521
29	22906190
29	22907392
29	22909036
30	22909127
31	22909212
32	22909293
33	22909378
34	22909512
35	22909613
36	22909720
37	22909815
38	22909902
39	22909993
40	22910114
41	22910215
42	22910343
40	22911352
41	22911565
42	22911778
43	22911951
44	22912037
45	22912124
46	22912205
47	22912292
48	22912378
49	22912495
50	22912589
51	22912680
52	22912780
53	22912877
54	22912973
55	22913069
56	22913173
57	22913272
58	22913359
59	22913473
60	22913591
61	22913687
62	22913795
63	22913898
63	22914684
63	22914850
61	22916322
62	22916526
63	22916754
63	22917126
63	22918027
63	22918946
63	22919844
63	22920898
63	22922184
63	22923243
63	22924213
62	22926345
63	22926591
63	22927264
63	22928363
63	22929213
63	22930091
63	22931219
63	22932227
63	22933236
63	22934470
63	22935146
63	22936287
63	22937136
63	22938109
63	22939120
63	22940096
63	22941331
63	22942205
63	22943225
63	22944356
63	22945360
63	22946380
63	22947223
63	22948345
63	22949412
63	22950453
63	22951204
63	22952335
63	22953231
63	22954423
63	22955219
63	22956276
63	22957226
63	22958220
63	22959214
63	22960240
63	22961128
63	22962289
63	22963191
63	22964112
63	22965204
63	22966225
63	22967253
63	22968167
63	22969132
63	22970212
63	22971446
63	22972223
63	22973268
63	22974198
63	22975233
63	22976278
63	22977027
63	22977836
63	22979136
63	22981459
63	22981787
63	22982146
63	22982824
63	22983897
63	22984912
63	22986645
63	22987054
63	22987950
63	22988902
63	22989923
63	22990964
63	22992187
63	22993513
63	22994161
63	22994993
63	22996007
63	22996840
63	22997814
63	22999072
63	23000084
63	23001026
63	23002200
63	23003119
63	23004228
63	23005186
63	23006344
63	23007151
63	23008218
63	23009157
63	23010280
63	23011235
63	23012363
63	23013200
63	23014218
63	23015133
63	23016292
63	23017434
63	23018221
63	23019234
63	23020212
63	23021161
63	23022432
63	23023246
63	23024306
63	23025207
63	23026272
63	23027447
63	23028218
63	23029094
63	23030294
63	23031102
63	23032254
63	23033256
63	23034201
63	23035213
63	23036194
63	23037407
63	23038237
63	23039194
63	23040181
63	23041217
63	23042293
63	23043274
63	23044280
63	23045222
63	23046199
63	23047314
63	23048095
63	23049139
63	23050157
63	23051051
63	23051787
63	23052787
63	23053855
63	23055049
63	23055827
63	23057377
63	23057947
63	23058890
63	23059858
63	23060891
63	23061856
63	23063911
63	23064760
63	23064974
63	23066216
63	23066941
63	23067872
63	23068966
63	23069944
63	23071130
63	23071870
63	23073458
63	23074031
63	23074997
63	23075953
63	23076892
63	23077912
63	23079079
63	23080185
63	23081079
63	23081853
63	23083174
63	23084200
63	23085218
63	23086180
63	23087242
63	23088283
63	23089224
63	23090227
63	23091221
63	23092193
63	23093216
63	23094387
63	23095226
63	23096429
63	23097078
63	23098155
63	23099232
63	23100238
63	23101127
63	23102196
63	23103103
63	23104141
63	23105231
63	23106124
63	23107171
63	23108185
63	23109257
63	23110351
63	23111308
63	23112102
63	23113236
63	23114347
63	23115097
63	23116147
63	23117223
63	23118200
63	23119233
63	23120203
63	23121207
63	23122181
63	23123233
63	23124035
63	23125136
63	23125874
63	23126847
63	23127811
63	23128850
63	23129918
63	23131047
63	23131935
63	23132851
63	23134002
63	23134882
63	23135832
63	23136844
63	23137893
63	23138853
63	23139796
63	23140828
63	23141799
63	23142919
63	23143905
63	23144937
63	23145839
63	23146833
63	23147872
63	23148905
63	23150024
63	23150968
63	23152948
63	23153097
63	23154005
63	23154973
63	23155948
63	23156926
63	23157981
63	23158944
63	23159830
63	23160941
63	23161796
63	23163218
63	23164288
63	23165113
63	23166425
63	23167238
63	23168189
63	23169296
63	23170130
63	23171240
63	23172232
63	23173213
63	23174237
63	23175249
63	23176225
63	23177270
63	23178498
63	23179208
63	23180123
63	23181224
63	23182424
63	23183141
63	23184401
63	23185222
62	23187233
63	23187653
63	23188068
63	23189187
63	23190268
63	23191182
63	23192228
63	23193119
63	23194238
63	23195242
63	23196202
63	23197125
63	23198114
63	23199113
63	23200092
63	23201057
63	23201815
63	23202803
63	23203844
63	23204992
63	23205796
63	23207017
63	23207873
63	23208800
63	23209862
63	23210887
63	23212097
63	23212792
63	23213877
63	23214835
63	23215818
63	23217164
63	23217791
63	23218812
63	23219881
63	23220847
63	23221895
63	23222861
63	23223821
63	23224788
63	23225938
63	23226915
63	23227860
63	23228812
63	23229836
63	23231712
63	23232107
63	23232913
63	23234127
63	23234836
63	23235876
63	23237001
63	23238136
63	23238907
63	23239843
63	23241212
63	23242245
63	23243278
63	23244445
63	23245249
63	23246193
63	23247250
63	23248131
63	23249207
63	23250165
63	23251240
63	23252342
63	23253278
63	23254253
